variable,label,question,valid_range,missing_codes,years_available,has_notes,n_value_labels
VCF9153,Status of Office Voting Records,VOTE VALIDATION STUDY: Status of Office Voting Records,1-5,0;8;9,"1976, 1978, 1980, 1984, 1986, 1988, 1990",Yes,7
VCF9154,Was R Registration Validated,VOTE VALIDATION STUDY: Was R Registration Validated,1-5,0;8;9,"1964, 1976, 1978, 1980, 1984, 1986, 1988, 1990",Yes,6
VCF9155,Was R Vote Validated,VOTE VALIDATION STUDY: Was R Vote Validated,1-5,0;9,"1964, 1976, 1978, 1980, 1984, 1986, 1988, 1990",Yes,5
VCF9201,CSES: Like-dislike (11pt) scale placement for Democratic party,"(I’d like to know what you think about each of our political parties.

After I read the name of a political party, pleas",0-10,,"1996, 2004, 2008, 2012, 2016, 2020, 2024",Yes,5
VCF9202,CSES: Like-dislike (11pt) scale placement for Republican party,"(I’d like to know what you think about each of our political parties.

After I read the name of a political party, pleas",0-10,,"1996, 2004, 2008, 2012, 2016, 2020, 2024",Yes,5
VCF9203,CSES: Do any of the parties in the U.S. represent R's view reasonably well,"Would you say that any of the parties in the United States represents

your views reasonably well?
{INTERVIEWER: DO NOT ",1-2,,"2004, 2008, 2016, 2020",No,4
VCF9204,CSES: Which political party is it that represents R's views best,"(Would you say that any of the parties in the United States represents

your views reasonably well?)
Which party represe",1-7,,"2004, 2008, 2016, 2020",No,5
VCF9205,Which party would do a better job handling the nation's economy,"Which party do you think would do a better job of handling the nation’s

economy, the Democrats, the Republicans, or wou",1-7,,"1990, 1992, 1994, 1996, 2000, 2002, 2004, 2008, 2012, 2016, 2020, 2024",Yes,6
VCF9206,Better when one party controls both the Presidency and U.S. Congress or when con,"Do you think it is better when one party controls both the presidency

and Congress; better when control is split betwee",1-3,,"1992, 1998, 2000, 2002, 2004, 2008, 2012, 2016, 2020, 2024",No,5
VCF9207,CSES: Like-dislike (11pt) scale placement for Democratic Presidential candidate,"1996:
And now, using the same scale, I’d like to ask you how
much
you like or dislike some political leaders. Again,
if ",0-10,,"1996, 2008, 2012, 2016, 2020, 2024",Yes,5
VCF9208,CSES: Like-dislike (11pt) scale placement for Republican Presidential candidate,"1996:
And now, using the same scale, I’d like to ask you how
much
you like or dislike some political leaders. Again,
if ",0-10,,"1996, 2008, 2012, 2016, 2020, 2024",Yes,5
VCF9209,How well does _provides strong leadership_ describe: Democratic Presidential can,"[Think about 
-Democratic Presidential candidate name-.
In your
opinion, does the phrase
‘he provides strong leadership’",1-5,,"2008, 2012, 2016, 2020, 2024",Yes,7
VCF9210,How well does _really cares about people like you_ describe: Democratic Presiden,"[Think about 
-Democratic Presidential candidate name-.
In your
opinion, does the phrase
‘he really cares about people l",1-5,,"2008, 2012, 2016, 2020, 2024",Yes,7
VCF9211,How well does _knowledgeable_ describe: Democratic Presidential candidate (no RB,"2[Think about 
-Democratic Presidential candidate name-.
In your
opinion, does the phrase
‘he is knowledgeable’
describe",1-5,,"2008, 2012, 2016, 2020, 2024",Yes,7
VCF9212,"How well does _honest_ describe: Democratic Presidential candidate (no RB, 5 cat","[Think about 
-Democratic Presidential candidate name-.
In your
opinion, does the phrase
‘he is honest’
describe -name- ",1-5,,"2008, 2012, 2016, 2020, 2024",Yes,7
VCF9213,How well does _provides strong leadership_ describe: Republican Presidential can,"[Think about 
-Republican Presidential candidate name-.
In your
opinion, does the phrase
‘he provides strong leadership’",1-5,,"2008, 2012, 2016, 2020, 2024",Yes,7
VCF9214,How well does _really cares about people like you_ describe: Republican Presiden,"[Think about 
-Republican Presidential candidate name-.
In your
opinion, does the phrase
‘he really cares about people l",1-5,,"2008, 2012, 2016, 2020, 2024",Yes,7
VCF9215,How well does _knowledgeable_ describe: Republican Presidential candidate (no RB,"[Think about 
-Republican Presidential candidate name-.
In your
opinion, does the phrase
‘he is knowledgeable’
describe ",1-5,,"2008, 2012, 2016, 2020, 2024",Yes,7
VCF9216,"How well does _honest_ describe: Republican Presidential candidate (no RB, 5 cat","[Think about 
-Republican Presidential candidate name-.
In your
opinion, does the phrase
‘he is honest’
describe -name- ",1-5,,"2008, 2012, 2016, 2020, 2024",Yes,7
VCF9217,Does R approve or disapprove of the way current U.S. President is handling forei,"Do you approve or disapprove of the way -President name- is
handling
(1984,1988-2004: our) relations with foreign countr",1-2,,"1984, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2008, 2012, 2016, 2020, 2024",Yes,4
VCF9218,Does R approve or disapprove of the way current U.S. President is handling healt,"Do you approve or disapprove of the way -President name- is
handling
health care?",1-2,,"1996, 2008, 2012, 2016, 2020",Yes,4
VCF9219,"Current U.S. President retrospective: U.S. more or less secure, or not changed","2000:
Would you say that compared to 1992, the United States
is
more secure from its foreign enemies, less secure, or
ha",1-3,,"2000, 2008, 2012, 2016",No,5
VCF9220,"Current U.S. President retrospective (since beginning of term): economy better, ","1992:
Compared to four years ago, would you say that the
nation’s
economy has gotten better, stayed about the same,
or g",1-3,,"1992, 2000, 2004, 2016",Yes,5
VCF9221,CSES: How good or bad a job has the government done in general over the last ter,"Now thinking about the performance of the government in Washington

in general, how good or bad a job do you think the g",1-4,,"2004, 2008, 2016, 2020",No,6
VCF9222,Are things in this country on the right track or have things seriously gotten of,"Do you feel things in this country are generally going in the right

direction, or do you feel things have pretty seriou",1-2,,"1992, 1994, 1998, 2004, 2008, 2012, 2016, 2020, 2024",No,4
VCF9223,How likely is it that recent immigration levels will take jobs away from people ,"How likely is it that recent immigration levels will take jobs away

from people already here– extremely likely, very li",1-4,,"2004, 2008, 2012, 2016, 2020, 2024",No,6
VCF9224,Is R invested in the stock market,"Do you personally, or jointly with a spouse, have any money invested

in the stock market right now – either in an indiv",1-2,,"1998, 2000, 2002, 2004, 2008, 2012, 2016, 2020, 2024",Yes,4
VCF9225,"Has unemployment in the country gotten better, stayed the same, or gotten worse ","Would you say that over the past year, the level of unemployment 
in
the country has gotten better, stayed about the sam",1-3,,"1986, 1988, 1992, 2004, 2008, 2012, 2016, 2020, 2024",No,5
VCF9226,Much or somewhat that the level of unemployment has gotten better/worse,"(Would you say that over the past year, the level of unemployment 
in
the country has gotten better, stayed about the sa",1-5,,"1986, 1988, 1992, 2004, 2008, 2012, 2016, 2020",No,7
VCF9227,Does R think the difference in incomes between rich and poor in the U.S. is larg,"Do you think the difference in incomes between rich people and
poor
people in the United States today is larger, smaller",1-3,,"2004, 2008, 2012, 2016, 2020",No,5
VCF9228,Much or somewhat larger/smaller gap in incomes between rich and poor in the U.S.,"(Do you think the difference in incomes between rich people and
poor
people in the United States today is larger, smalle",1-5,,"2004, 2008, 2012, 2016, 2020",No,7
VCF9229,"Will unemployment get better, stay the same, or get worse in the next 12 months","How about people out of work during the coming 12 months– do you

think that there will be more unemployment than now, a",1-3,,"1992, 2004, 2008, 2012, 2016, 2020, 2024",No,5
VCF9230,Should the federal government encourage or discourage American companies to repl,"Recently, some big American companies have been hiring workers
in
foreign countries to replace workers in the U.S.
Do yo",1-3,,"2004, 2008, 2012, 2016",No,5
VCF9231,Does R favor or oppose placing limits on imports to protect American jobs (or ha,"Some people have suggested placing new limits on foreign 
imports in
order to protect American jobs. Others say that 
su",1-2,,"1988, 1992, 1996, 1998, 2000, 2004, 2008, 2012, 2016, 2020, 2024",No,5
VCF9232,Does R favor or oppose the U.S. government torturing people who are suspected of,"Do you favor, oppose, or neither favor nor oppose the U.S.

government torturing people, who are suspected of
being
terr",1-3,,"2008, 2012, 2016",No,5
VCF9233,How much does R favor/oppose use of U.S. govt torture [of those suspected of bei,"(Do you favor, oppose, or neither favor nor oppose the U.S.

government torturing people, who are suspected of
being
ter",1-7,,"2008, 2012, 2016",No,9
VCF9234,Abortion issue placement for Democratic Presidential candidate,"1992:
What do you think is -Democratic Presidential candidate name-’s

position on abortion?
1996,2004-LATER:
Where woul",1-4,,"1992, 1996, 2000, 2004, 2008, 2012, 2016, 2020",Yes,6
VCF9235,Abortion issue placement for Republican Presidential candidate,"1992:
What do you think is -Democratic Presidential candidate name-’s

position on abortion?
1996,2004-LATER:
Where woul",1-4,,"1992, 1996, 2000, 2004, 2008, 2012, 2016, 2020",Yes,6
VCF9236,Does R favor or oppose the death penalty for persons convicted of murder,"Do you favor or oppose the death penalty for persons convicted 
of
murder?",1-2,,"1988, 1990, 1992, 1994, 1996, 1998, 2000, 2004, 2008, 2012, 2016, 2020, 2024",No,4
VCF9237,R strongly or not strongly favor/oppose the death penalty for persons convicted ,"(Do you favor or oppose the death penalty for persons convicted 
of
murder?)
Do you favor the death penalty for persons ",1-5,,"1988, 1990, 1992, 1994, 1996, 1998, 2000, 2004, 2008, 2012, 2016, 2020",No,6
VCF9238,"Should the government make it more difficult or easier to buy a gun, or should t","Do you think the federal government should make it more difficult

for people to buy a gun than it is now, make it easie",1-3,,"2000, 2004, 2008, 2012, 2016, 2020",No,5
VCF9239,How important is gun control issue to R,"(Do you think the federal government should make it more difficult

for people to buy a gun than it is now, make it easi",1-5,,"2000, 2004, 2008, 2012, 2016, 2020",No,7
VCF9240,CSES: Left-right (11pt) scale placement for R,"In politics people sometimes talk of left and right.
Where would you
place yourself on a scale from 0 to 10 where 0 
mea",0-10,,"1996, 2004, 2008, 2012, 2016, 2020",No,4
VCF9241,CSES: Left-right (11pt) scale placement for Democratic party,"In politics people sometimes talk of left and right.
Where would you
place the Democratic party on a scale from 0 
to 10",0,10,"2004, 2008, 2012, 2016, 2020",No,5
VCF9242,CSES: Left-right (11pt) scale placement for Republican party,"Using the same scale, where would you place the Republican

party?
{INTERVIEWER: DO NOT PROBE DON’T KNOW}",0-10,,"2004, 2008, 2012, 2016, 2020",No,5
VCF9243,Would R call self a born-again Christian /consider self a born-again Christian /,"1980,1984: 
Some people have had deep religious experiences which
have 
transformed their lives. I’m thinking of experie",1-2,,"1980, 1984, 1988, 1990, 1992, 1996, 1998, 2000, 2008, 2012, 2016, 2020",Yes,4
VCF9244,How often can R trust people,"Generally speaking, how often can you trust other people?
Always,
most of the time, about half the time, once in a while",1-5,,"2008, 2012, 2016, 2020",No,7
VCF9245,How satisfied is R with R's life,"All things considered, how satisfied are you with your life as a

whole these days?
Would you say that you are extremely",1-5,,"2008, 2012, 2016, 2020, 2024",No,7
VCF9246,Which is more important for a child to have: curiosity or good manners,"(Although there are a number of qualities that people
feel that
children should have, every person thinks that
some are ",1-3,,"1992, 2000, 2004, 2008, 2012, 2016, 2020, 2024",No,5
VCF9247,Which is more important for a child to have: obedience or self-reliance,"(Although there are a number of qualities that people
feel that
children should have, every person thinks that
some are ",1-4,,"1992, 2000, 2004, 2008, 2012, 2016, 2020, 2024",No,6
VCF9248,Which is more important for a child to be: considerate or well-behaved,"(Although there are a number of qualities that people
feel that
children should have, every person thinks that
some are ",1-3,,"1992, 2000, 2004, 2008, 2012, 2016, 2020, 2024",No,5
VCF9249,Which is more important for a child to have: independence or respect for elders,"(Although there are a number of qualities that people
feel that
children should have, every person thinks that
some are ",1-3,,"1992, 2000, 2004, 2008, 2012, 2016, 2020, 2024",No,5
VCF9250,CSES: Who votes for makes a big diffence - (5pt) scale placement for R,"Some people say that no matter who people vote for, it won’t
make any
difference to what happens. Others say that who
pe",1-5,,"2008, 2012, 2016, 2020, 2024",Yes,4
VCF9251,How well does R understand the important political issues facing our country,"How well do you understand the important political issues facing
our
country? Extremely well, very well, moderately well",1-5,,"2008, 2012, 2016, 2020, 2024",No,7
VCF9252,How often do politics and government seem so complicated that R can't really und,"How often do politics and government seem so complicated that
you
can’t really understand what’s going on? All the time,",1-5,,"2008, 2012, 2016, 2020, 2024",No,7
VCF9253,CSES: Make big difference who is in power (5pt) scale placement for R,"Please look at page 10 in the booklet.
Some people say that it
doesn’t make any difference
who is in power. Others say t",1-5,,"2008, 2012, 2016, 2020, 2024",Yes,4
VCF9254,CSES: How satisfied is R with the way democracy works in the U.S. (4cat: satisfi,"On the whole, are you satisfied, fairly satisfied, not very

satisfied, or not at all satisfied with the way democracy w",1-4,,"1996, 2000, 2002",No,6
VCF9255,CSES: How satisfied is R with the way democracy works in the U.S. (4cat: very sa,"On the whole, are you very satisfied, fairly satisfied, not very

satisfied, or not at all satisfied with the way democr",1-4,,"2004, 2008, 2012, 2016, 2020, 2024",No,6
VCF9256,Was R able to devote any time to volunteer work in the last 12 months,"Many people say they have less time these days to do volunteer 
work.
What about you, were you able to devote any time t",1-2,,"1992, 1996, 2000, 2002, 2004, 2008, 2012, 2016, 2020, 2024",No,4
VCF9257,Has R worked with others to deal with issue in community during the past 12 mont,"During the past 12 months, have you worked with other people 
to deal
with some issue facing your community?",1-2,,"2000, 2002, 2004, 2008, 2012, 2016, 2020",No,4
VCF9258,Did R attend a meeting about an issue in community or schools during the past 12,"During the past twelve months, did you attend a meeting about 
an
issue facing your community or schools?",1-2,,"2000, 2004, 2008, 2012, 2016, 2020, 2024",No,4
VCF9259,How often does R follow information about politics and government,"How often do you pay attention to what’s going on in government 
and
politics?
All the time, most of the time, about hal",1-5,,"2008, 2012, 2016, 2020, 2024",No,7
VCF9260,What job or office is held by named Speaker of the U.S. House,"Now we have a set of questions concerning various
public figures. We
want to see how much information about
them gets ou",1-2,,"1992, 1996, 2004, 2008, 2012, 2016, 2020, 2024",No,3
VCF9261,What job or office is held by named Vice-President,"Now we have a set of questions concerning various
public figures. We
want to see how much information about
them gets ou",1-2,,"1986, 1990, 1992, 1994, 1996, 1998, 2004, 2008, 2012, 2016, 2020",No,3
VCF9262,What job or office is held by named Chief Justice of the U.S. Supreme Court,"Now we have a set of questions concerning various
public figures. We
want to see how much information about
them gets ou",1-2,,"1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2004, 2008, 2012, 2016, 2020, 2024",No,3
VCF9263,What was the party of the running candidate to which R gave money,"(1980,1982:
What about other political contributions. Did you give
any money 
this year to a candidate running for publi",1-7,,"1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2004, 2008, 2012, 2016, 2020",Yes,6
